,precision,recall,f_score,ndcg,dprecision,drecall,df_score,dndcg,topic_cover
0.0,0.760779857635498,0.22627191245555878,0.3491895002246713,0.7910696864128113,0.01931893825531006,0.016312330961227417,0.021446626474633135,0.019180238246917725,22.755733489990234
0.05,0.7616972327232361,0.23066659271717072,0.35597977994775426,0.8000392913818359,0.013831794261932373,0.015432104468345642,0.01626990694311059,0.011255502700805664,22.459861755371094
0.1,0.7532110214233398,0.22671519219875336,0.3476884830321116,0.788635790348053,0.025948703289031982,0.01347959041595459,0.021126310479103072,0.017254531383514404,22.755733489990234
0.15000000000000002,0.7520642876625061,0.2242894470691681,0.34583589093700684,0.78838711977005,0.024008452892303467,0.025615811347961426,0.02650776661219667,0.02512538433074951,22.469036102294922
0.2,0.7474770545959473,0.224432110786438,0.34366431457608976,0.7828187346458435,0.03625833988189697,0.028492003679275513,0.036670712511486014,0.03292346000671387,22.09059715270996
