,rmse,drmse,topic_cover
0.0,0.9185165166854858,0.042829275131225586,8.496357917785645
0.05,0.9225180745124817,0.04319673776626587,8.512913703918457
0.1,0.9264164566993713,0.04146862030029297,8.485595703125
0.15000000000000002,0.9313707947731018,0.035687267780303955,8.540562629699707
0.2,0.9383954405784607,0.04484283924102783,8.585099220275879
