,precision,recall,f_score,ndcg,dprecision,drecall,df_score,dndcg,topic_cover
0.0,0.7564220428466797,0.22667619585990906,0.3492607282989203,0.7892047762870789,0.016178131103515625,0.009899690747261047,0.013307580557644305,0.005459606647491455,22.402523040771484
0.05,0.764105498790741,0.23059901595115662,0.35341281543782666,0.7939630746841431,0.01563483476638794,0.019433990120887756,0.026833101422028105,0.012038052082061768,22.768348693847656
0.1,0.7519495487213135,0.22614294290542603,0.34434075970705696,0.7866632342338562,0.030163466930389404,0.023631885647773743,0.028701197025434333,0.033399879932403564,22.517202377319336
0.15000000000000002,0.7477063536643982,0.22173118591308594,0.3408573277316927,0.782057523727417,0.015586435794830322,0.015045970678329468,0.022347175697734867,0.01493680477142334,22.315366744995117
0.2,0.7432339787483215,0.22100476920604706,0.3403303145026628,0.7769852876663208,0.016933083534240723,0.0106610506772995,0.016952022818189916,0.014288544654846191,22.74885368347168
