,rmse,drmse,topic_cover
0.0,0.9097324013710022,0.04138273000717163,9.188244819641113
0.05,0.9121321439743042,0.04233276844024658,9.178311347961426
0.1,0.9166538119316101,0.042125582695007324,9.191225051879883
0.15000000000000002,0.9189586639404297,0.04254031181335449,9.13857650756836
0.2,0.9236993789672852,0.04411196708679199,9.155960083007812
