,rmse,drmse,topic_cover
0.0,0.921113133430481,0.04107183218002319,8.538079261779785
0.15,0.9210777878761292,0.04114800691604614,8.390397071838379
0.3,0.92137610912323,0.035006582736968994,8.59354305267334
0.44999999999999996,0.9253075122833252,0.04052382707595825,8.883443832397461
0.6,0.9213951230049133,0.039002299308776855,8.092384338378906
