,rmse,drmse,topic_cover
0.0,0.9141592383384705,0.03934621810913086,7.702317714691162
0.05,0.9136589765548706,0.04214972257614136,8.096026420593262
0.1,0.9138469696044922,0.044457435607910156,8.533609390258789
0.15000000000000002,0.9157475829124451,0.04461020231246948,8.471688270568848
0.2,0.9170722961425781,0.04373061656951904,8.908443450927734
