,rmse,drmse,topic_cover
0.0,0.909696638584137,0.04084521532058716,9.202152252197266
0.05,0.9109373092651367,0.04713481664657593,9.187252044677734
0.1,0.9110122919082642,0.04803401231765747,9.188410758972168
0.15000000000000002,0.9113052487373352,0.0484997034072876,9.147351264953613
0.2,0.9125205874443054,0.05308955907821655,9.184271812438965
