,precision,recall,f_score,ndcg,dprecision,drecall,df_score,dndcg,topic_cover
0.0,0.5373853445053101,0.1444092094898224,0.22764583989826304,0.5821080207824707,0.033792972564697266,0.022403240203857422,0.030828872903854776,0.03805142641067505,22.139907836914062
0.05,0.5681192874908447,0.15435218811035156,0.24275265616197292,0.6166454553604126,0.02913689613342285,0.0172978937625885,0.02403339652717859,0.02873396873474121,22.381879806518555
0.1,0.5454128384590149,0.14478075504302979,0.22882201364450694,0.5904017686843872,0.04501861333847046,0.021468788385391235,0.030755695698825386,0.044801294803619385,22.244266510009766
0.15000000000000002,0.54701828956604,0.14138376712799072,0.2246941868449455,0.5887444019317627,0.06093472242355347,0.02969290316104889,0.042599332743015944,0.0656474232673645,22.223623275756836
0.2,0.5400229692459106,0.1442757099866867,0.2277153419871696,0.5860781669616699,0.059606313705444336,0.026403650641441345,0.03816450635747051,0.05875527858734131,22.610092163085938
