,rmse,drmse,topic_cover
0.0,0.9094765782356262,0.04256439208984375,9.182947158813477
0.15,0.9101347327232361,0.041983604431152344,9.119702339172363
0.3,0.911899209022522,0.04100382328033447,9.09652328491211
0.44999999999999996,0.9132584929466248,0.039440155029296875,8.978808403015137
0.6,0.9162225127220154,0.04161328077316284,8.834271430969238
