,RMSE,dRMSE,Topic Cover
zhang,0.908360481262207,0.04264014959335327,9.150165557861328
ziegler,0.9089835286140442,0.04145711660385132,8.927152633666992
beutel,0.9103568196296692,0.04315495491027832,9.20149040222168
ekstrand,0.9303826093673706,0.06983131170272827,9.271191596984863
raw,0.9089835286140442,0.04145711660385132,9.181953430175781
