female_precision,male_precision,female_ndcg,male_ndcg
0.7703208923339844,0.7463855743408203,0.8031790256500244,0.7834419012069702
0.7700534462928772,0.7499999403953552,0.8028411269187927,0.781592071056366
0.7705881595611572,0.7465863227844238,0.8029175400733948,0.7836059927940369
0.7745989561080933,0.7497991323471069,0.8039186000823975,0.781792402267456
0.7721924781799316,0.7475903630256653,0.8062005043029785,0.7810686230659485
0.7735293507575989,0.75,0.8056382536888123,0.7844211459159851
0.7745989561080933,0.7528112530708313,0.8085553050041199,0.7880366444587708
0.7724599838256836,0.7562249302864075,0.8108381628990173,0.785951554775238
0.7740641832351685,0.752610445022583,0.8030030727386475,0.7898820638656616
0.772459864616394,0.7522088289260864,0.8103282451629639,0.7885581851005554
0.7740641832351685,0.7532128095626831,0.811983585357666,0.7912705540657043
0.7740641832351685,0.7554216384887695,0.8091848492622375,0.7879746556282043
0.7767379879951477,0.7576305866241455,0.8089905381202698,0.7917333841323853
0.7729947566986084,0.7546184659004211,0.810513973236084,0.79097980260849
0.7759358882904053,0.7600402235984802,0.8092395067214966,0.7936756014823914
0.7775400876998901,0.7572289705276489,0.8109560012817383,0.7917053699493408
0.7812833786010742,0.7612450122833252,0.8101356029510498,0.7931625247001648
0.7762031555175781,0.7606425285339355,0.8119903206825256,0.7947744727134705
0.7778075337409973,0.7600402235984802,0.8112510442733765,0.7947624921798706
0.7770053744316101,0.7606425285339355,0.8083823919296265,0.7974333167076111
0.7780748605728149,0.7634538412094116,0.8094815611839294,0.7970600128173828
0.7799465656280518,0.7608433961868286,0.8143049478530884,0.7983056902885437
0.7796791791915894,0.7648594975471497,0.8139976263046265,0.799451470375061
0.7780748605728149,0.7638553977012634,0.810738205909729,0.799034595489502
0.7799464464187622,0.7668675184249878,0.8119135499000549,0.8003497123718262
0.7818182706832886,0.765662670135498,0.8138107657432556,0.8018305897712708
0.7815507650375366,0.768273115158081,0.811377227306366,0.8057845234870911
0.7828877568244934,0.7682731747627258,0.8144248127937317,0.8050759434700012
0.7812833786010742,0.7690762877464294,0.8148103356361389,0.8017324209213257
0.7828877568244934,0.7692771553993225,0.8148763179779053,0.8051987290382385
0.7839571833610535,0.770682692527771,0.8144105076789856,0.8054230809211731
0.781283438205719,0.7704819440841675,0.8131098747253418,0.8082563281059265
0.7847593426704407,0.7716867327690125,0.8195601105690002,0.8056657910346985
0.7847593426704407,0.7722891569137573,0.8168225884437561,0.8071908354759216
0.7850267291069031,0.7753012180328369,0.8171793222427368,0.8093528151512146
0.7842245697975159,0.772088348865509,0.8209555149078369,0.8080438375473022
0.7860962748527527,0.7744980454444885,0.8175777792930603,0.8103264570236206
0.7836897969245911,0.7718876004219055,0.8178718090057373,0.8094610571861267
0.7858288884162903,0.7740964293479919,0.8174123764038086,0.8089228868484497
0.7866309881210327,0.7771084308624268,0.8206039071083069,0.8113616704940796
0.7858289480209351,0.7775100469589233,0.8183267116546631,0.8107978105545044
0.7858288884162903,0.7761044502258301,0.8217324018478394,0.8129819631576538
0.7874332070350647,0.7742972373962402,0.8201682567596436,0.8113774061203003
0.7871657609939575,0.7775100469589233,0.8223138451576233,0.813031792640686
0.7879679203033447,0.7773091793060303,0.8194969296455383,0.8117660880088806
0.7874330878257751,0.7773091793060303,0.8183808326721191,0.8140029311180115
0.7885026335716248,0.7807228565216064,0.8197362422943115,0.815837025642395
0.7890373468399048,0.7779117226600647,0.8207664489746094,0.8167432546615601
0.790641725063324,0.7799197435379028,0.8256970047950745,0.8166434168815613
0.790641725063324,0.7809237241744995,0.8224434852600098,0.8164002895355225
0.7885026335716248,0.782329261302948,0.8244600892066956,0.8163490891456604
0.791443943977356,0.7823293209075928,0.8241358399391174,0.8199892640113831
0.791176438331604,0.7815261483192444,0.8225336670875549,0.8151392936706543
0.7927807569503784,0.7821285128593445,0.8212406635284424,0.8200848698616028
0.7922459840774536,0.7843373417854309,0.822318971157074,0.8186525106430054
0.7922459840774536,0.7869478464126587,0.8243011832237244,0.8214351534843445
0.791176438331604,0.7825301289558411,0.8260137438774109,0.8214756846427917
0.7938502430915833,0.7885542511940002,0.8256828784942627,0.8208537101745605
0.7938502430915833,0.7849398255348206,0.8248291015625,0.8221340179443359
0.7922459840774536,0.7861445546150208,0.8230776190757751,0.820678174495697
0.7914437651634216,0.7861445546150208,0.8281270265579224,0.8220416903495789
0.7919785380363464,0.7879518270492554,0.8245509266853333,0.8258859515190125
0.7935828566551208,0.7915661931037903,0.8288648724555969,0.8231543898582458
0.7938502430915833,0.7909638285636902,0.8270610570907593,0.8249285221099854
0.7933155298233032,0.7865462303161621,0.8253886103630066,0.8215410113334656
0.7951871752738953,0.7901606559753418,0.8270964026451111,0.8257071375846863
0.7965241074562073,0.7895581126213074,0.8289116024971008,0.8249358534812927
0.7946524620056152,0.7915662527084351,0.8265255093574524,0.8275794386863708
0.7949197292327881,0.7903615236282349,0.8309253454208374,0.829108476638794
0.7951871752738953,0.7923694252967834,0.828904926776886,0.8260859847068787
0.7954545617103577,0.7905622124671936,0.8286849856376648,0.8287065625190735
0.7983956336975098,0.7905622124671936,0.8298222422599792,0.8284256458282471
0.7967914342880249,0.7937750816345215,0.8271821141242981,0.8273761868476868
0.7973262071609497,0.793574333190918,0.8310080170631409,0.8278179168701172
0.7967914342880249,0.7951807975769043,0.8288047909736633,0.8287026882171631
0.7957220077514648,0.7919679284095764,0.8315921425819397,0.8346518278121948
0.800000011920929,0.7967872023582458,0.8294825553894043,0.8306527733802795
0.7981283664703369,0.7935742735862732,0.8294126987457275,0.8302504420280457
0.7978609204292297,0.7985944151878357,0.8320872783660889,0.8318305611610413
0.7991978526115417,0.7977911233901978,0.8298468589782715,0.8369950652122498
0.7991978526115417,0.800602376461029,0.8284589648246765,0.8319527506828308
0.7978610396385193,0.800000011920929,0.829572856426239,0.8336582779884338
0.8010695576667786,0.7967872023582458,0.8342570066452026,0.8342524170875549
0.800000011920929,0.798795223236084,0.8310613632202148,0.8340831398963928
0.7986630797386169,0.8008032441139221,0.8298251628875732,0.8365788459777832
0.7997326254844666,0.8026105165481567,0.83234041929245,0.8342611789703369
0.7989304661750793,0.7995983362197876,0.8328335285186768,0.8396314382553101
0.8008021116256714,0.8030120730400085,0.8307024240493774,0.8367868065834045
0.7991979122161865,0.802610456943512,0.8321518301963806,0.8385913968086243
0.7994652390480042,0.8004016876220703,0.8330429792404175,0.8383824229240417
0.8010695576667786,0.8030120134353638,0.8340269923210144,0.8380391001701355
